Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	"Option=Wall R-5, Exterior"	"Option=Wall R-10, Exterior"	"Option=Wall R-15, Exterior"	sampling_probability
CR10	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.4	0.6	0	0	4.62E-05
CR11	1950s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.4	0.6	0	0	0.000987814
CR02	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000196788
CR03	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000212831
CR04	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000691179
CR05	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000222067
CR06	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000414795
CR07	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.00163314
CR08	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.000925984
CR09	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.00102464
CR10	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	6.56E-05
CR11	1960s	Multi-Family with 5+ Units	Vented Crawlspace	0	0.2	0.8	0	0	0.00113549
CR02	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.000378808
CR03	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.000370509
CR04	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.00117699
CR05	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.000513992
CR06	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.000747398
CR07	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.00138135
CR08	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.00144074
CR09	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.00248754
CR10	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.000167984
CR11	1970s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.6	0.4	0	0.00164801
CR02	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000298821
CR03	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000224333
CR04	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000508307
CR05	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000223665
CR06	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000664813
CR07	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000787932
CR08	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.00114461
CR09	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.00179123
CR10	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.00014415
CR11	1980s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0.2	0.8	0	0.000861143
CR02	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.00029984
CR03	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000112934
CR04	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000476539
CR05	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000214588
CR06	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000787546
CR07	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000580073
CR08	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.00107456
CR09	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.0015866
CR10	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000168704
CR11	1990s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.4	0.6	0.000556322
CR02	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.000195346
CR03	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	5.27E-05
CR04	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.000150962
CR05	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.00011738
CR06	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.000549195
CR07	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.000421572
CR08	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.00059496
CR09	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.0012411
CR10	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	7.07E-05
CR11	2000s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.6	0.4	0.000231736
CR02	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	0.000132147
CR03	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	3.41E-05
CR04	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	8.00E-05
CR05	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	8.36E-05
CR06	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	0.000389301
CR07	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	0.000271038
CR08	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	0.000406565
CR09	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	0	0	0.2	0.8	0.000741671
CR10	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	2.80E-05
CR11	2010s	Multi-Family with 5+ Units	Vented Crawlspace	0	1	0	0	0	0.000127747
CR02	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	3.46E-05
CR03	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	7.25E-05
CR04	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000115835
CR05	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	2.65E-05
CR06	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	3.30E-05
CR07	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000988429
CR08	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.00033368
CR09	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000188799
CR10	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	1.16E-05
CR11	<1940	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000362176
CR02	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	1.01E-05
CR03	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	1.04E-05
CR04	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	4.20E-05
CR05	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	9.42E-06
CR06	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	1.70E-05
CR07	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000318084
CR08	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000154916
CR09	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000104201
CR10	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	5.39E-06
CR11	1940s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000208619
CR02	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	2.03E-05
CR03	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	1.78E-05
CR04	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	6.11E-05
CR05	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	2.03E-05
CR06	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	2.23E-05
CR07	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000370956
CR08	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.00024205
CR09	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.000206528
CR10	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	1.55E-05
CR11	1950s	Single-Family Attached	Vented Crawlspace	0	0.4	0.6	0	0	0.00030599
CR02	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	1.31E-05
CR03	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	2.00E-05
CR04	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	7.00E-05
CR05	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	3.00E-05
CR06	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	4.81E-05
CR07	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000227429
CR08	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000174649
CR09	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000150947
CR10	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	1.29E-05
CR11	1960s	Single-Family Attached	Vented Crawlspace	0	0.2	0.8	0	0	0.000217608
CR02	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	3.53E-05
CR03	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	3.98E-05
CR04	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.00014493
CR05	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	9.98E-05
CR06	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.000135106
CR07	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.000261623
CR08	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.000378759
CR09	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.000368689
CR10	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	4.03E-05
CR11	1970s	Single-Family Attached	Vented Crawlspace	0	0	0.6	0.4	0	0.000510937
CR02	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	5.32E-05
CR03	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	6.70E-05
CR04	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000106587
CR05	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	5.54E-05
CR06	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000101991
CR07	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000314528
CR08	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000484167
CR09	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000330612
CR10	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	3.34E-05
CR11	1980s	Single-Family Attached	Vented Crawlspace	0	0	0.2	0.8	0	0.000323817
CR02	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	7.25E-05
CR03	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	2.65E-05
CR04	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.00014834
CR05	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	4.91E-05
CR06	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.000165686
CR07	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.000260421
CR08	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.000421972
CR09	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.000221763
CR10	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	3.28E-05
CR11	1990s	Single-Family Attached	Vented Crawlspace	0	0	0	0.4	0.6	0.000156857
CR02	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	7.96E-05
CR03	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	1.70E-05
CR04	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	5.39E-05
CR05	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	5.28E-05
CR06	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	0.000205056
CR07	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	0.000137015
CR08	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	0.000280446
CR09	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	0.000372899
CR10	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	1.97E-05
CR11	2000s	Single-Family Attached	Vented Crawlspace	0	0	0	0.6	0.4	6.64E-05
CR02	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	1.96E-05
CR03	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	6.01E-06
CR04	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	1.05E-05
CR05	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	2.21E-05
CR06	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	6.03E-05
CR07	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	4.66E-05
CR08	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	0.000121069
CR09	2010s	Single-Family Attached	Vented Crawlspace	0	0	0	0.2	0.8	0.00012688
CR10	2010s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	4.74E-06
CR11	2010s	Single-Family Attached	Vented Crawlspace	0	1	0	0	0	2.80E-05
CR02	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00171834
CR03	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00113268
CR04	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00320064
CR05	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000659055
CR06	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00146473
CR07	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00301849
CR08	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00254661
CR09	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00594997
CR10	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000213203
CR11	<1940	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00291379
CR02	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000396176
CR03	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000264985
CR04	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00111571
CR05	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000258019
CR06	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00052387
CR07	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.0010353
CR08	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00142873
CR09	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00330861
CR10	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000158341
CR11	1940s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00210217
CR02	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000847819
CR03	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000621056
CR04	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00242371
CR05	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000587651
CR06	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000803204
CR07	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00253294
CR08	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00298209
CR09	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00786215
CR10	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.000403381
CR11	1950s	Single-Family Detached	Vented Crawlspace	0	0.4	0.6	0	0	0.00504813
CR02	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000379181
CR03	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000486353
CR04	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00178403
CR05	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00051838
CR06	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00111836
CR07	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.0016852
CR08	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00273964
CR09	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00602107
CR10	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.000303926
CR11	1960s	Single-Family Detached	Vented Crawlspace	0	0.2	0.8	0	0	0.00248785
CR02	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.000491146
CR03	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.000465191
CR04	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00182763
CR05	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00101298
CR06	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00170019
CR07	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00142722
CR08	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00330328
CR09	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00794052
CR10	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.000485446
CR11	1970s	Single-Family Detached	Vented Crawlspace	0	0	0.6	0.4	0	0.00255723
CR02	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000368977
CR03	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000358047
CR04	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000811647
CR05	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000379445
CR06	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.00126447
CR07	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000904786
CR08	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.00229066
CR09	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.00437912
CR10	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.000334036
CR11	1980s	Single-Family Detached	Vented Crawlspace	0	0	0.2	0.8	0	0.00141979
CR02	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.000482614
CR03	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.000300069
CR04	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.00121858
CR05	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.000573523
CR06	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.00188113
CR07	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.000851196
CR08	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.00264304
CR09	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.0047916
CR10	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.000518714
CR11	1990s	Single-Family Detached	Vented Crawlspace	0	0	0	0.4	0.6	0.00121368
CR02	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000400645
CR03	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000155629
CR04	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000440736
CR05	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000449734
CR06	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.00142627
CR07	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000450587
CR08	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.00183965
CR09	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.00473625
CR10	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000388984
CR11	2000s	Single-Family Detached	Vented Crawlspace	0	0	0	0.6	0.4	0.000652182
CR02	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.000127293
CR03	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	4.32E-05
CR04	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.000115576
CR05	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.00015849
CR06	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.000504982
CR07	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.000125314
CR08	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.0005825
CR09	2010s	Single-Family Detached	Vented Crawlspace	0	0	0	0.2	0.8	0.00170415
CR10	2010s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0	8.28E-05
CR11	2010s	Single-Family Detached	Vented Crawlspace	0	1	0	0	0	0.000142859
CR02	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	<1940	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1940s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	1950s	Mobile Home	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1960s	Mobile Home	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR03	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR04	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR05	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR06	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR07	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR08	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR09	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR10	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR11	1970s	Mobile Home	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR02	1980s	Mobile Home	Unvented Crawlspace	0	0	0.2	0.8	0	0
