Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
4B	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	7	467.537	7.81E-07
4B	Single-Family Attached	None	2010s	0	0	1	0	7	467.537	5.38E-08
4B	Single-Family Detached	Ducted Heat Pump	2010s	0	0	1	0	8	1167.76	1.58E-05
4B	Single-Family Detached	Ducted Heating	2010s	0	0	1	0	87	11910.9	0.000152385
4B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	7	467.537	8.52E-06
4B	Single-Family Detached	None	2010s	0	0	1	0	7	467.537	3.07E-07
4B	Mobile Home	Ducted Heat Pump	<1940	0	0	1	0	0	0	8.79E-08
4B	Mobile Home	Ducted Heating	<1940	0	0	1	0	2	967.828	1.35E-06
4B	Mobile Home	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	<1940	0	0	1	0	0	0	1.50E-06
4B	Mobile Home	None	<1940	0	0	1	0	0	0	5.76E-07
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	4.46E-07
4B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	4	1198.59	8.95E-06
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	22	3093.6	9.36E-06
4B	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	22	3093.6	1.93E-07
4B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	4.91E-07
4B	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	4	1198.59	8.95E-06
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	22	3093.6	9.54E-06
4B	Multi-Family with 5+ Units	None	<1940	0	0	1	0	22	3093.6	2.02E-07
4B	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	1	237.956	1.32E-07
4B	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	36	9926.61	4.24E-06
4B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	34	4845.44	4.11E-06
4B	Single-Family Attached	None	<1940	0	0	1	0	34	4845.44	5.95E-07
4B	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	1	237.956	4.81E-06
4B	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	36	9926.61	0.000186408
4B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	34	4845.44	0.000176264
4B	Single-Family Detached	None	<1940	0	0	1	0	34	4845.44	1.65E-06
4C	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	1.05E-06
4C	Mobile Home	Ducted Heating	1940-59	0	0	1	0	0	0	9.00E-06
4C	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	0	0	2.02E-05
4C	Mobile Home	None	1940-59	0	0	1	0	0	0	3.63E-07
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	5.17E-06
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	2	9997.47	5.89E-05
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	6	16680.6	0.000128647
4C	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	6	16680.6	1.81E-06
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	1.13E-05
4C	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	2	9997.47	6.24E-05
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	6	16680.6	0.000231053
4C	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	6	16680.6	6.24E-06
4C	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	1	4700.6	1.97E-06
4C	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	12	61527.6	3.10E-05
4C	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	12	33443.1	5.57E-05
4C	Single-Family Attached	None	1940-59	0	0	1	0	12	33443.1	5.95E-07
4C	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	1	4700.6	4.03E-05
4C	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	12	61527.6	0.00155997
4C	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	12	33443.1	0.00129044
4C	Single-Family Detached	None	1940-59	0	0	1	0	12	33443.1	8.06E-06
4C	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	1	12102.5	8.97E-05
4C	Mobile Home	Ducted Heating	1960-79	0	0	1	0	2	21061.8	0.000179535
4C	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	2	14292.1	0.000366391
4C	Mobile Home	None	1960-79	0	0	1	0	2	14292.1	1.88E-06
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0.000100999
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	1	6590.59	0.000127037
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	24	67539	0.000391183
4C	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	24	67539	3.61E-06
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0.000274657
4C	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	1	6590.59	0.000250035
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	24	67539	0.00104656
4C	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	24	67539	1.75E-05
4C	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	9	41946.9	3.66E-05
4C	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	21	112040	7.86E-05
4C	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	17	40586.5	0.000156707
4C	Single-Family Attached	None	1960-79	0	0	1	0	17	40586.5	5.62E-07
4C	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	9	41946.9	0.000367808
4C	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	21	112040	0.00201062
4C	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	17	40586.5	0.00220369
4C	Single-Family Detached	None	1960-79	0	0	1	0	17	40586.5	1.07E-05
4C	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	4	39739.6	0.000179486
4C	Mobile Home	Ducted Heating	1980-99	0	0	1	0	1	10774.6	0.000256381
4C	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	2	9000.83	0.000413719
4C	Mobile Home	None	1980-99	0	0	1	0	2	9000.83	3.21E-06
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0.000122496
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	4	24835.9	0.000151648
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	31	88473.2	0.000296802
4C	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	31	88473.2	1.68E-06
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0.000508038
4C	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	4	24835.9	0.000410045
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	31	88473.2	0.00114279
4C	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	31	88473.2	1.80E-05
4C	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	17	79985.3	5.72E-05
4C	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	40	208776	0.000193222
4C	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	15	36595.5	0.000146214
4C	Single-Family Attached	None	1980-99	0	0	1	0	15	36595.5	1.43E-06
4C	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	17	79985.3	0.000475561
4C	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	40	208776	0.0028947
4C	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	15	36595.5	0.0013678
4C	Single-Family Detached	None	1980-99	0	0	1	0	15	36595.5	8.90E-06
4C	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	1	6051.27	3.77E-05
4C	Mobile Home	Ducted Heating	2000-09	0	0	1	0	0	0	9.10E-05
4C	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	0	0	5.66E-05
4C	Mobile Home	None	2000-09	0	0	1	0	0	0	9.96E-07
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	0	0	3.87E-05
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	2	4796.49	0.000100262
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	6	8524.31	5.96E-05
4C	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	6	8524.31	9.42E-07
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0.000204803
4C	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	2	4796.49	0.00041042
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	6	8524.31	0.000289069
4C	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	6	8524.31	8.67E-06
4C	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	5	11703.6	3.65E-05
4C	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	26	68114.9	0.000231193
4C	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	8	9043.81	8.60E-05
4C	Single-Family Attached	None	2000-09	0	0	1	0	8	9043.81	1.13E-06
4C	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	5	11703.6	0.000233661
4C	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	26	68114.9	0.00178346
4C	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	8	9043.81	0.000617128
4C	Single-Family Detached	None	2000-09	0	0	1	0	8	9043.81	4.15E-06
4C	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	1	6051.27	8.77E-06
4C	Mobile Home	Ducted Heating	2010s	0	0	1	0	0	0	2.34E-05
4C	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	0	0	1.36E-05
4C	Mobile Home	None	2010s	0	0	1	0	0	0	6.04E-07
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	0	0	1.58E-05
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	2	4796.49	3.53E-05
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	6	8524.31	2.30E-05
4C	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	6	8524.31	5.15E-07
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	0	0	0.000157743
4C	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	1	0	2	4796.49	0.000271643
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	6	8524.31	0.000212931
4C	Multi-Family with 5+ Units	None	2010s	0	0	1	0	6	8524.31	8.93E-06
4C	Single-Family Attached	Ducted Heat Pump	2010s	0	0	1	0	5	11703.6	1.50E-05
4C	Single-Family Attached	Ducted Heating	2010s	0	0	1	0	26	68114.9	6.40E-05
4C	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	8	9043.81	2.86E-05
4C	Single-Family Attached	None	2010s	0	0	1	0	8	9043.81	6.10E-08
4C	Single-Family Detached	Ducted Heat Pump	2010s	0	0	1	0	5	11703.6	9.17E-05
4C	Single-Family Detached	Ducted Heating	2010s	0	0	1	0	26	68114.9	0.000612936
4C	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	8	9043.81	0.000223194
4C	Single-Family Detached	None	2010s	0	0	1	0	8	9043.81	1.89E-06
4C	Mobile Home	Ducted Heat Pump	<1940	0	0	1	0	0	0	3.42E-07
4C	Mobile Home	Ducted Heating	<1940	0	0	1	0	0	0	4.00E-06
4C	Mobile Home	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4C	Mobile Home	Non-Ducted Heating	<1940	0	0	1	0	0	0	4.84E-06
4C	Mobile Home	None	<1940	0	0	1	0	0	0	2.87E-06
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	6.97E-06
4C	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	0	0	7.17E-05
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	7	19631.3	9.53E-05
4C	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	7	19631.3	1.43E-06
4C	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	1.75E-05
4C	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	0	0	0.000132185
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4C	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	7	19631.3	0.000224136
4C	Multi-Family with 5+ Units	None	<1940	0	0	1	0	7	19631.3	1.35E-05
4C	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	1	4631.63	2.03E-06
4C	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	16	85852.4	2.49E-05
4C	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4C	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	10	23529	2.91E-05
4C	Single-Family Attached	None	<1940	0	0	1	0	10	23529	3.13E-07
4C	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	1	4631.63	5.04E-05
4C	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	16	85852.4	0.00134833
4C	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4C	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	10	23529	0.000957922
4C	Single-Family Detached	None	<1940	0	0	1	0	10	23529	4.82E-06
5A	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	4.06E-06
5A	Mobile Home	Ducted Heating	1940-59	0	0	1	0	0	0	0.000108181
5A	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	0	0	5.67E-05
5A	Mobile Home	None	1940-59	0	0	1	0	0	0	2.65E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	1	3557.12	0.000119017
5A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	29	199803	0.00260736
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	54	147745	0.00131429
5A	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	54	147745	2.59E-05
5A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	1	3557.12	0.000211454
5A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	29	199803	0.00182103
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	54	147745	0.00153674
5A	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	54	147745	8.27E-05
5A	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	2	16714.3	3.12E-05
5A	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	300	1.81E+06	0.00093008
5A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	101	238678	0.000435569
5A	Single-Family Attached	None	1940-59	0	0	1	0	101	238678	5.20E-06
5A	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	2	16714.3	0.000347285
5A	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	300	1.81E+06	0.0246259
5A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	101	238678	0.00981168
5A	Single-Family Detached	None	1940-59	0	0	1	0	101	238678	4.80E-05
5A	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	0	0	2.64E-05
5A	Mobile Home	Ducted Heating	1960-79	0	0	1	0	14	163956	0.00141422
5A	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	6	50273	0.000868428
5A	Mobile Home	None	1960-79	0	0	1	0	6	50273	7.31E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	8.78E-05
5A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	92	626216	0.0027693
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	118	327273	0.00209648
5A	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	118	327273	3.06E-05
5A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	0	0	0.000328649
5A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	92	626216	0.00559871
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	118	327273	0.00577376
5A	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	118	327273	0.000207722
5A	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	7	39240.8	3.90E-05
5A	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	263	1.46E+06	0.00133026
5A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	132	313860	0.000954544
5A	Single-Family Attached	None	1960-79	0	0	1	0	132	313860	5.95E-06
5A	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	7	39240.8	0.000293947
5A	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	263	1.46E+06	0.0226264
5A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	132	313860	0.0125513
5A	Single-Family Detached	None	1960-79	0	0	1	0	132	313860	5.61E-05
5A	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	0	0	0.000108625
5A	Mobile Home	Ducted Heating	1980-99	0	0	1	0	21	219741	0.00253381
5A	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	10	58327.6	0.000866451
5A	Mobile Home	None	1980-99	0	0	1	0	10	58327.6	8.05E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	3	8579.9	0.00018967
5A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	72	477885	0.00227377
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	68	171981	0.00103663
5A	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	68	171981	2.17E-05
5A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	3	8579.9	0.000708973
5A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	72	477885	0.00544881
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	68	171981	0.00301238
5A	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	68	171981	0.00011186
5A	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	14	84565.7	0.000135408
5A	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	240	1.35E+06	0.00287205
5A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	89	167238	0.00103075
5A	Single-Family Attached	None	1980-99	0	0	1	0	89	167238	1.06E-05
5A	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	14	84565.7	0.000629788
5A	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	240	1.35E+06	0.019464
5A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	89	167238	0.00613223
5A	Single-Family Detached	None	1980-99	0	0	1	0	89	167238	5.68E-05
5A	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	0	0	0.000147143
5A	Mobile Home	Ducted Heating	2000-09	0	0	1	0	2	25240.6	0.000667837
5A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	0	0	0.000103447
5A	Mobile Home	None	2000-09	0	0	1	0	0	0	3.84E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	4	20113.3	0.000190924
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	23	52760.8	0.000734964
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	13	17191.1	0.000120262
5A	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	13	17191.1	5.52E-06
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	4	20113.3	0.00100755
5A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	23	52760.8	0.00216096
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	13	17191.1	0.000452367
5A	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	13	17191.1	3.16E-05
5A	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	12	44963.9	0.000222658
5A	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	121	343319	0.00184543
5A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
5A	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	19	14136.1	0.000245136
5A	Single-Family Attached	None	2000-09	0	0	1	0	19	14136.1	4.81E-06
5A	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	12	44963.9	0.0012416
5A	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	121	343319	0.0104439
5A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
5A	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	19	14136.1	0.00138321
5A	Single-Family Detached	None	2000-09	0	0	1	0	19	14136.1	4.03E-05
5A	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	0	0	6.14E-05
5A	Mobile Home	Ducted Heating	2010s	0	0	1	0	2	25240.6	0.00022711
5A	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
5A	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	0	0	3.77E-05
5A	Mobile Home	None	2010s	0	0	1	0	0	0	3.74E-06
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	4	20113.3	9.70E-05
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	23	52760.8	0.00029764
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	13	17191.1	5.31E-05
5A	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	13	17191.1	2.19E-06
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	4	20113.3	0.000690099
