Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	99.9457	213872	0.00183287
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	195.104	467839	0.00210287
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	112.248	297113	0.000880674
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	5.76997	16897.6	0.000389079
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.80894	3192.14	0.00014128
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.19021	1119.61	9.19E-06
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	24.3785	22609.9	2.52E-05
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	24.0765	22517.2	2.00E-05
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	7.39601	6953.04	8.30E-06
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.534697	552.554	7.07E-06
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.263076	236.733	5.07E-06
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	15.0458	14111.2	0.000228261
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	308.177	284967	0.000460958
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	304.358	283798	0.000308771
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	93.4952	87633.5	0.000188919
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	6.75926	6964.17	9.13E-05
South Atlantic	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.32562	2983.69	0.000154704
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0199306	4.82897	2.97E-06
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.121042	72.9535	6.16E-06
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.303584	209.512	1.24E-05
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0702368	34.8132	5.09E-06
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.00689904	1.22418	7.46E-07
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.0273493	19.2381	1.03E-06
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.33962	2155.99	7.97E-05
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	14.2089	32571.6	0.000286601
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	35.6371	93540.7	0.00042705
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	8.24496	15543.1	0.000155894
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.809864	546.559	5.30E-05
South Atlantic	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.21049	8589.23	6.19E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.688083	2489.38	8.08E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.99009	15563.9	0.000239623
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	15.2588	61320.6	0.000614076
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.8981	24661	0.000359868
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.458085	2238.06	0.000174469
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.68062	2542.73	3.26E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.587385	1669.97	2.55E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.40616	10440.8	7.94E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	13.0257	41136.2	0.000204493
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.03494	16543.5	0.000153974
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.391047	1501.37	5.69E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.581015	1705.76	9.68E-06
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.16389	4534.89	6.48E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	34.9981	35353.7	3.34E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	161.949	157092	4.43E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	33.7672	33366	3.10E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	2.91084	3258.13	1.36E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	6.264	6487.76	0.000108171
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.10808	1152.83	1.70E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	9.31361	8987.41	1.36E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	43.0975	39934.9	1.88E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	8.98603	8482.12	1.17E-05
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.774625	828.262	4.47E-06
South Atlantic	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.66696	1649.28	4.36E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.668667	432.879	1.59E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.46953	929.225	1.26E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.04677	200.537	2.23E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.375222	94.6589	2.18E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	3.17E-21	8.05E-39	8.70E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.538356	25.7666	1.23E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.6154	1459.26	1.11E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.55016	3132.47	5.83E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.52884	676.02	1.11E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.906479	319.1	1.09E-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	7.66E-21	2.71E-38	3.10E-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.30058	86.8607	7.21E-07
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.509181	1766.27	5.17E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.95266	11042.9	0.000191318
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	11.2915	43508.3	0.000564837
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	4.3646	17497.5	0.000367039
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.338983	1587.95	0.000174625
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.503659	1804.12	3.16E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.434665	1184.88	8.69E-06
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.52056	7408.02	4.45E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	9.63903	29187	0.000125044
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	3.72586	11738	9.85E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.289374	1065.26	4.50E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.429951	1210.28	5.39E-06
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.47383	4932.75	6.30E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	37.6032	38455.4	4.05E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	174.004	170874	6.45E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	36.2806	36293.3	4.81E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	3.12751	3543.97	2.44E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	6.73025	7056.94	0.000211584
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.19056	1253.97	1.68E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	10.0069	9775.9	9.37E-06
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	46.3054	43438.5	1.77E-05
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	9.65489	9226.27	9.90E-06
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.832284	900.928	3.90E-06
South Atlantic	Single-Family Attached	150000+	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.79104	1793.97	4.99E-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.525382	181.143	1.75E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.15463	388.844	6.92E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.822462	83.9167	1.75E-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.294817	39.611	1.34E-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	2.49E-21	3.37E-39	5.55E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.422994	10.7823	2.09E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.26924	610.643	1.24E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.78941	1310.81	1.23E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.98694	282.888	2.53E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.712233	133.531	5.81E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	6.02E-21	1.14E-38	1.97E-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.02189	36.3478	1.03E-08
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.62388	4804.22	6.63E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	9.41661	30036.5	0.000220308
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	36.0107	118342	0.000431813
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	13.9195	47592.9	0.000207372
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.08108	4319.19	4.84E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.60626	4907.18	2.40E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.38623	3222.85	7.28E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.03853	20149.6	0.000166343
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	30.7407	79388.1	0.000318058
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	11.8825	31927.1	0.000164684
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.92287	2897.48	5.01E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.37119	3291.92	3.11E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.69508	2985.28	7.27E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	22.6525	23273.1	3.06E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	104.821	103412	3.38E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	21.8558	21964.6	8.99E-06
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.88404	2144.8	2.07E-06
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	4.05437	4270.84	8.02E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.717207	758.901	6.01E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	6.02823	5916.34	3.40E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	27.8948	26288.8	3.48E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	5.8162	5583.71	1.62E-05
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.501376	545.239	8.97E-06
South Atlantic	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.07894	1085.71	6.13E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.907477	856.095	5.88E-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.99436	1837.71	1.44E-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.42062	396.596	2.90E-05
